Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
95,5.221,-0.30548,0.1859,0.1734,0.1984,864.0,0.0005404,0.0005404,0.0005404
96,5.142,-0.30586,0.048,0.0604,0.0356,864.0,0.0004616,0.0004616,0.0004616
97,5.052,-0.30754,0.0086,0.0108,0.0064,864.0,0.0002651,0.0002651,0.0002651
98,5.122,-0.29461,0.0349,0.0422,0.0276,864.0,0.00672,0.00672,0.00672
99,5.175,-0.30474,0.0689,0.0714,0.0664,864.0,0.0014,0.0014,0.0014
100,5.028,-0.30765,0.0217,0.0284,0.015,864.0,0.000245,0.000245,0.000245
101,5.095,-0.30715,0.0195,0.0204,0.0186,864.0,0.0002301,0.0002301,0.0002301
102,4.985,-0.30865,0.0053,0.0074,0.0032,864.0,0.0002283,0.0002283,0.0002283
103,5.227,-0.30411,0.0392,0.0764,0.002,864.0,0.00682,0.00682,0.00682
104,5.135,-0.30632,0.0016,0.003,0.0002,864.0,0.0001873,0.0001873,0.0001873
105,4.985,-0.30863,0.0163,0.02,0.0126,864.0,0.0002773,0.0002773,0.0002773
106,5.04,-0.30814,0.029,0.0142,0.0438,864.0,0.0002502,0.0002502,0.0002502
107,5.122,-0.30525,0.0036,0.0048,0.0024,864.0,0.0002312,0.0002312,0.0002312
108,5.254,-0.30352,0.0851,0.0912,0.079,864.0,0.0006763,0.0006763,0.0006763
109,4.973,-0.3249,0.469,0.246,0.692,864.0,1.0,1.0,1.0
110,5.292,-0.30295,0.0093,0.0116,0.007,864.0,0.0003351,0.0003351,0.0003351
111,5.191,-0.3056,0.0029,0.0054,0.0004,864.0,0.0002035,0.0002035,0.0002035
112,5.215,-0.27862,0.0571,0.0592,0.055,864.0,0.0006072,0.0006072,0.0006072
113,5.17,-0.30616,0.0231,0.0224,0.0238,864.0,0.0002062,0.0002062,0.0002062
114,5.27,-0.30316,0.1003,0.0976,0.103,864.0,0.00314,0.00314,0.00314
115,5.12,-0.30653,0.0141,0.014,0.0142,864.0,0.000375,0.000375,0.000375
116,5.017,-0.30771,0.0192,0.01,0.0284,864.0,0.0001943,0.0001943,0.0001943
117,5.234,-0.30379,0.0024,0.0038,0.001,864.0,0.0002915,0.0002915,0.0002915
118,5.114,-0.30676,0.0163,0.0046,0.028,864.0,0.0002556,0.0002556,0.0002556
119,5.271,-0.30461,0.0096,0.0112,0.008,864.0,0.00021,0.00021,0.00021
120,5.084,-0.30669,0.0048,0.0074,0.0022,864.0,0.0002641,0.0002641,0.0002641
121,4.996,-0.30827,0.0127,0.0206,0.0048,864.0,0.0002679,0.0002679,0.0002679
122,5.269,-0.30324,0.0023,0.004,0.0006,864.0,0.0002896,0.0002896,0.0002896
123,5.109,-0.30626,0.006,0.0092,0.0028,864.0,0.0018,0.0018,0.0018
124,5.24,-0.29286,0.0304,0.0208,0.04,864.0,0.00132,0.00132,0.00132
125,5.037,-0.30725,0.0021,0.0034,0.0008,864.0,0.0001994,0.0001994,0.0001994
126,5.165,-0.30495,0.0068,0.011,0.0026,864.0,0.000236,0.000236,0.000236
