Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
29,4.994,-0.30757,0.08,0.0874,0.0726,864.0,0.0002254,0.0002254,0.0002254
30,5.083,-0.30708,0.002,0.0036,0.0004,864.0,0.0002885,0.0002885,0.0002885
31,5.129,-0.30656,0.0022,0.0038,0.0006,864.0,0.0003319,0.0003319,0.0003319
32,5.204,-0.30413,0.004,0.0062,0.0018,864.0,0.0002341,0.0002341,0.0002341
33,4.953,-0.30938,0.0181,0.0194,0.0168,864.0,0.0007199,0.0007199,0.0007199
34,4.937,-0.30923,0.0072,0.0082,0.0062,864.0,0.0001779,0.0001779,0.0001779
35,5.074,-0.30721,0.0063,0.0116,0.001,864.0,0.0004395,0.0004395,0.0004395
36,5.102,-0.30593,0.0044,0.0072,0.0016,864.0,0.0002931,0.0002931,0.0002931
37,5.168,-0.30222,0.0318,0.0382,0.0254,864.0,0.00139,0.00139,0.00139
38,5.106,-0.30753,0.0085,0.0116,0.0054,864.0,0.0002524,0.0002524,0.0002524
39,5.018,-0.30838,0.0091,0.0104,0.0078,864.0,0.0002595,0.0002595,0.0002595
40,5.163,-0.30613,0.0658,0.0748,0.0568,864.0,0.0003551,0.0003551,0.0003551
41,5.093,-0.30775,0.0809,0.0784,0.0834,864.0,0.0004152,0.0004152,0.0004152
42,4.925,-0.30938,0.0115,0.0144,0.0086,864.0,0.0002281,0.0002281,0.0002281
43,5.033,-0.30812,0.0106,0.0046,0.0166,864.0,0.0003175,0.0003175,0.0003175
44,5.116,-0.30753,0.0099,0.0184,0.0014,864.0,0.0005404,0.0005404,0.0005404
45,4.88,-0.30948,0.0487,0.0542,0.0432,864.0,0.0001906,0.0001906,0.0001906
46,5.145,-0.30658,0.0023,0.0046,0.0,864.0,0.0002367,0.0002367,0.0002367
47,5.001,-0.30885,0.0072,0.0108,0.0036,864.0,0.0002847,0.0002847,0.0002847
48,4.934,-0.309,0.0075,0.006,0.009,864.0,0.0002316,0.0002316,0.0002316
49,5.116,-0.30701,0.0033,0.0054,0.0012,864.0,0.0002169,0.0002169,0.0002169
50,5.017,-0.30795,0.0377,0.0224,0.053,864.0,0.0002225,0.0002225,0.0002225
51,5.209,-0.30446,0.0051,0.0088,0.0014,864.0,0.0002051,0.0002051,0.0002051
52,5.016,-0.30785,0.0466,0.0204,0.0728,864.0,0.00134,0.00134,0.00134
53,5.048,-0.30705,0.0537,0.0548,0.0526,864.0,0.00132,0.00132,0.00132
54,5.024,-0.30335,0.0163,0.0172,0.0154,864.0,0.0002454,0.0002454,0.0002454
55,5.198,-0.30556,0.0034,0.0048,0.002,864.0,0.0004526,0.0004526,0.0004526
56,5.188,-0.30564,0.0044,0.0074,0.0014,864.0,0.0003105,0.0003105,0.0003105
57,5.093,-0.30621,0.008,0.0112,0.0048,864.0,0.0003479,0.0003479,0.0003479
58,4.965,-0.30941,0.037,0.0396,0.0344,864.0,0.0001739,0.0001739,0.0001739
59,5.019,-0.30794,0.018,0.0216,0.0144,864.0,0.0002985,0.0002985,0.0002985
60,5.141,-0.30605,0.0142,0.018,0.0104,864.0,0.00131,0.00131,0.00131
61,4.875,-0.3101,0.0465,0.0484,0.0446,864.0,0.0002862,0.0002862,0.0002862
62,4.961,-0.30931,0.0087,0.0112,0.0062,864.0,0.0001955,0.0001955,0.0001955
63,5.045,-0.30798,0.0134,0.006,0.0208,864.0,0.0002018,0.0002018,0.0002018
64,5.258,-0.30505,0.0246,0.0252,0.024,864.0,0.0003743,0.0003743,0.0003743
65,5.101,-0.30611,0.004,0.0074,0.0006,864.0,0.0002238,0.0002238,0.0002238
66,5.234,-0.29458,0.0168,0.0208,0.0128,864.0,0.0053,0.0053,0.0053
67,4.912,-0.30058,0.0895,0.094,0.085,864.0,0.0002551,0.0002551,0.0002551
68,5.136,-0.30448,0.012,0.0192,0.0048,864.0,0.0067,0.0067,0.0067
69,4.944,-0.30828,0.0119,0.0104,0.0134,864.0,0.0001805,0.0001805,0.0001805
70,5.155,-0.30506,0.0041,0.0046,0.0036,864.0,0.0002268,0.0002268,0.0002268
71,5.119,-0.31568,0.0804,0.0782,0.0826,864.0,0.0005339,0.0005339,0.0005339
72,5.145,-0.3059,0.0069,0.0112,0.0026,864.0,0.0001686,0.0001686,0.0001686
73,5.019,-0.30805,0.0066,0.0048,0.0084,864.0,0.000232,0.000232,0.000232
74,4.874,-0.32062,0.0735,0.0844,0.0626,864.0,0.0002028,0.0002028,0.0002028
75,5.008,-0.30781,0.0076,0.0108,0.0044,864.0,0.0002265,0.0002265,0.0002265
76,4.904,-0.31017,0.0059,0.0104,0.0014,864.0,0.0001792,0.0001792,0.0001792
77,5.071,-0.30801,0.1572,0.0916,0.2228,864.0,0.0007184,0.0007184,0.0007184
78,5.277,-0.3036,0.0028,0.004,0.0016,864.0,0.0002681,0.0002681,0.0002681
79,5.017,-0.30802,0.0239,0.0142,0.0336,864.0,0.0005016,0.0005016,0.0005016
80,5.081,-0.30759,0.113,0.118,0.108,864.0,0.0002318,0.0002318,0.0002318
81,4.945,-0.3096,0.0132,0.017,0.0094,864.0,0.0002184,0.0002184,0.0002184
82,5.08,-0.30778,0.0274,0.0298,0.025,864.0,0.00102,0.00102,0.00102
83,5.052,-0.30815,0.0324,0.0416,0.0232,864.0,0.00103,0.00103,0.00103
84,4.909,-0.30897,0.0021,0.004,0.0002,864.0,0.0002086,0.0002086,0.0002086
85,5.092,-0.30693,0.0023,0.0044,0.0002,864.0,0.0001922,0.0001922,0.0001922
86,4.931,-0.30902,0.0118,0.012,0.0116,864.0,0.0002001,0.0002001,0.0002001
87,5.195,-0.30516,0.0135,0.0168,0.0102,864.0,0.0002507,0.0002507,0.0002507
88,5.097,-0.30661,0.0359,0.0346,0.0372,864.0,0.0003233,0.0003233,0.0003233
89,4.958,-0.30863,0.0056,0.0078,0.0034,864.0,0.0002508,0.0002508,0.0002508
90,5.256,-0.3033,0.0038,0.0072,0.0004,864.0,0.0002362,0.0002362,0.0002362
91,5.056,-0.30788,0.0355,0.0556,0.0154,864.0,0.00903,0.00903,0.00903
92,5.124,-0.30626,0.004,0.0066,0.0014,864.0,0.0002087,0.0002087,0.0002087
93,5.14,-0.30575,0.0043,0.005,0.0036,864.0,0.0002217,0.0002217,0.0002217
94,5.176,-0.30523,0.0171,0.0206,0.0136,864.0,0.0003198,0.0003198,0.0003198
95,5.221,-0.30548,0.1932,0.194,0.1924,864.0,0.0005104,0.0005104,0.0005104
96,5.142,-0.30586,0.041,0.0398,0.0422,864.0,0.0002399,0.0002399,0.0002399
97,5.052,-0.30754,0.0084,0.0098,0.007,864.0,0.0002627,0.0002627,0.0002627
98,5.122,-0.29461,0.0365,0.0364,0.0366,864.0,0.00366,0.00366,0.00366
99,5.175,-0.30474,0.068,0.07,0.066,864.0,0.00178,0.00178,0.00178
100,5.028,-0.30765,0.0213,0.0278,0.0148,864.0,0.0002486,0.0002486,0.0002486
101,5.095,-0.30715,0.007,0.0082,0.0058,864.0,0.0001833,0.0001833,0.0001833
102,4.985,-0.30865,0.0247,0.0182,0.0312,864.0,0.0002439,0.0002439,0.0002439
103,5.227,-0.30411,0.1378,0.2734,0.0022,864.0,0.08218,0.08218,0.08218
104,5.135,-0.30632,0.0074,0.0046,0.0102,864.0,0.000256,0.000256,0.000256
105,4.985,-0.30863,0.0139,0.0114,0.0164,864.0,0.0002688,0.0002688,0.0002688
106,5.04,-0.30814,0.0078,0.0124,0.0032,864.0,0.0003339,0.0003339,0.0003339
107,5.122,-0.30525,0.0043,0.0062,0.0024,864.0,0.0002062,0.0002062,0.0002062
108,5.254,-0.30352,0.0722,0.0698,0.0746,864.0,0.00115,0.00115,0.00115
109,4.973,-0.3249,0.469,0.246,0.692,864.0,1.0,1.0,1.0
110,5.292,-0.30295,0.0086,0.0104,0.0068,864.0,0.0003077,0.0003077,0.0003077
111,5.191,-0.3056,0.002,0.0036,0.0004,864.0,0.0002513,0.0002513,0.0002513
112,5.217,-0.27862,0.0532,0.0486,0.0578,864.0,0.0007376,0.0007376,0.0007376
113,5.17,-0.30616,0.0314,0.0378,0.025,864.0,0.0002146,0.0002146,0.0002146
114,5.27,-0.30316,0.0781,0.0926,0.0636,864.0,0.00353,0.00353,0.00353
115,5.12,-0.30653,0.0097,0.0096,0.0098,864.0,0.0003189,0.0003189,0.0003189
116,5.017,-0.30771,0.0052,0.006,0.0044,864.0,0.0002015,0.0002015,0.0002015
117,5.234,-0.30379,0.003,0.0038,0.0022,864.0,0.0002756,0.0002756,0.0002756
118,5.114,-0.30676,0.0236,0.025,0.0222,864.0,0.00372,0.00372,0.00372
119,5.271,-0.30461,0.0079,0.0092,0.0066,864.0,0.0001911,0.0001911,0.0001911
120,5.084,-0.30669,0.0035,0.0056,0.0014,864.0,0.0002295,0.0002295,0.0002295
121,4.996,-0.30827,0.0149,0.0224,0.0074,864.0,0.0002058,0.0002058,0.0002058
122,5.269,-0.30324,0.0029,0.0052,0.0006,864.0,0.0002953,0.0002953,0.0002953
123,5.108,-0.30626,0.0046,0.006,0.0032,864.0,0.00259,0.00259,0.00259
124,5.24,-0.29286,0.0185,0.0174,0.0196,864.0,0.00122,0.00122,0.00122
125,5.037,-0.30725,0.0032,0.005,0.0014,864.0,0.0002003,0.0002003,0.0002003
126,5.165,-0.30495,0.0045,0.0088,0.0002,864.0,0.0003084,0.0003084,0.0003084
