Qubit,T1 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
87,214.71,4.725,-0.30958,0.0059,0.0112,0.0006,1244.444,0.0004437,0.0004437,0.0004437
88,279.79,4.566,-0.36821,0.0259,0.0492,0.0026,1244.444,0.0001562,0.0001562,0.0001562
89,291.25,4.797,-0.30874,0.0042,0.006,0.0024,1244.444,0.0001028,0.0001028,0.0001028
90,302.27,4.704,0.0,0.0033,0.0054,0.0012,1244.444,0.0001749,0.0001749,0.0001749
91,305.05,4.709,0.0,0.0025,0.0044,0.0006,1244.444,0.0002338,0.0002338,0.0002338
92,231.21,4.729,0.0,0.0062,0.011,0.0014,1244.444,0.0009,0.0009,0.0009
93,182.64,4.678,0.0,0.0064,0.0104,0.0024,1244.444,0.0003029,0.0003029,0.0003029
94,132.85,4.876,-0.30795,0.0077,0.0072,0.0082,1244.444,0.0002807,0.0002807,0.0002807
95,361.5,4.597,-0.31185,0.0077,0.0106,0.0048,1244.444,0.0002138,0.0002138,0.0002138
96,279.18,4.733,-0.30895,0.0022,0.0022,0.0022,1244.444,0.0001066,0.0001066,0.0001066
97,157.18,4.807,0.0,0.0017,0.0024,0.001,1244.444,0.0001477,0.0001477,0.0001477
98,291.56,4.609,-0.31259,0.0053,0.0076,0.003,1244.444,0.0006421,0.0006421,0.0006421
99,285.96,4.574,0.0,0.006,0.0076,0.0044,1244.444,0.0002862,0.0002862,0.0002862
100,317.74,4.647,-0.3109,0.0018,0.0034,0.0002,1244.444,0.0001795,0.0001795,0.0001795
101,234.38,4.724,0.0,0.003,0.0034,0.0026,1244.444,0.0001429,0.0001429,0.0001429
102,245.18,4.604,-0.31233,0.0045,0.0058,0.0032,1244.444,0.0001613,0.0001613,0.0001613
103,164.99,4.664,0.0,0.0033,0.005,0.0016,1244.444,0.0001735,0.0001735,0.0001735
104,249.12,4.802,-0.30894,0.014,0.0188,0.0092,1244.444,0.0004952,0.0004952,0.0004952
105,225.81,4.749,0.0,0.0313,0.0372,0.0254,1244.444,0.00129,0.00129,0.00129
106,238.97,4.719,-0.29787,0.1248,0.0872,0.1624,1244.444,0.0006123,0.0006123,0.0006123
107,302.91,4.615,0.0,0.0028,0.0024,0.0032,1244.444,0.000143,0.000143,0.000143
108,378.18,4.546,-0.31218,0.002,0.003,0.001,1244.444,0.0001489,0.0001489,0.0001489
109,169.74,4.875,0.0,0.0179,0.0148,0.021,1244.444,0.0005272,0.0005272,0.0005272
110,319.8,4.806,0.0,0.003,0.003,0.003,1244.444,0.0002818,0.0002818,0.0002818
111,133.8,4.769,0.0,0.0037,0.0062,0.0012,1244.444,0.0003761,0.0003761,0.0003761
112,288.53,4.584,0.0,0.0025,0.004,0.001,1244.444,0.0001758,0.0001758,0.0001758
113,238.39,4.656,-0.31079,0.0025,0.003,0.002,1244.444,0.0001288,0.0001288,0.0001288
114,274.77,4.782,0.0,0.0127,0.003,0.0224,1244.444,0.0001799,0.0001799,0.0001799
115,249.56,4.709,-0.30971,0.0082,0.015,0.0014,1244.444,0.0005641,0.0005641,0.0005641
116,212.44,4.959,0.0,0.0033,0.0048,0.0018,1244.444,0.0001479,0.0001479,0.0001479
117,235.13,4.832,-0.30822,0.0111,0.0152,0.007,1244.444,0.000136,0.000136,0.000136
118,236.61,4.749,0.0,0.0016,0.003,0.0002,1244.444,0.0001457,0.0001457,0.0001457
119,239.86,4.611,-0.31637,0.0016,0.0032,0.0,1244.444,0.0001499,0.0001499,0.0001499
120,170.96,4.5,0.0,0.0021,0.0028,0.0014,1244.444,0.0001087,0.0001087,0.0001087
121,356.55,4.621,-0.31075,0.0178,0.028,0.0076,1244.444,8.912e-05,8.912e-05,8.912e-05
122,305.24,4.688,0.0,0.0039,0.0036,0.0042,1244.444,0.0001334,0.0001334,0.0001334
123,127.82,4.731,-0.30912,0.0035,0.0042,0.0028,1244.444,0.0002479,0.0002479,0.0002479
124,274.04,4.635,0.0,0.0029,0.0052,0.0006,1244.444,0.0003689,0.0003689,0.0003689
125,107.45,4.737,-0.30847,0.0039,0.0056,0.0022,1244.444,0.0005588,0.0005588,0.0005588
126,251.71,4.703,0.0,0.0026,0.004,0.0012,1244.444,0.0003154,0.0003154,0.0003154
