Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
89,4.958,-0.30863,0.0058,0.0074,0.0042,864.0,0.000226,0.000226,0.000226
90,5.256,-0.3033,0.0047,0.008,0.0014,864.0,0.0002989,0.0002989,0.0002989
91,5.057,-0.30788,0.0183,0.0246,0.012,864.0,0.0005677,0.0005677,0.0005677
92,5.124,-0.30626,0.0039,0.0066,0.0012,864.0,0.0002136,0.0002136,0.0002136
93,5.14,-0.30575,0.0039,0.0064,0.0014,864.0,0.000289,0.000289,0.000289
94,5.176,-0.30523,0.0156,0.019,0.0122,864.0,0.0003657,0.0003657,0.0003657
95,5.221,-0.30548,0.1952,0.2006,0.1898,864.0,0.0003944,0.0003944,0.0003944
96,5.142,-0.30586,0.0459,0.044,0.0478,864.0,0.0002309,0.0002309,0.0002309
97,5.052,-0.30754,0.0099,0.0114,0.0084,864.0,0.0002558,0.0002558,0.0002558
98,5.122,-0.29461,0.0368,0.0428,0.0308,864.0,0.00776,0.00776,0.00776
99,5.175,-0.30474,0.0751,0.0662,0.084,864.0,0.00267,0.00267,0.00267
100,5.028,-0.30765,0.0196,0.027,0.0122,864.0,0.0002108,0.0002108,0.0002108
101,5.095,-0.30715,0.0189,0.0184,0.0194,864.0,0.0002331,0.0002331,0.0002331
102,4.985,-0.30865,0.004,0.006,0.002,864.0,0.0002417,0.0002417,0.0002417
103,5.227,-0.30411,0.0028,0.0044,0.0012,864.0,0.01465,0.01465,0.01465
104,5.135,-0.30632,0.0019,0.0032,0.0006,864.0,0.0001863,0.0001863,0.0001863
105,4.985,-0.30863,0.0109,0.0108,0.011,864.0,0.0001972,0.0001972,0.0001972
106,5.04,-0.30814,0.0128,0.0144,0.0112,864.0,0.0002402,0.0002402,0.0002402
107,5.122,-0.30525,0.0049,0.007,0.0028,864.0,0.0002586,0.0002586,0.0002586
108,5.254,-0.30352,0.0748,0.0788,0.0708,864.0,0.00094,0.00094,0.00094
109,4.973,-0.3249,0.469,0.246,0.692,864.0,1.0,1.0,1.0
110,5.292,-0.30295,0.0099,0.0092,0.0106,864.0,0.0002467,0.0002467,0.0002467
111,5.191,-0.3056,0.004,0.0074,0.0006,864.0,0.0006047,0.0006047,0.0006047
112,5.215,-0.27862,0.077,0.09,0.064,864.0,0.0006193,0.0006193,0.0006193
113,5.17,-0.30616,0.0245,0.0244,0.0246,864.0,0.000288,0.000288,0.000288
114,5.27,-0.30316,0.0817,0.091,0.0724,864.0,0.00298,0.00298,0.00298
115,5.12,-0.30653,0.0145,0.0108,0.0182,864.0,0.0003532,0.0003532,0.0003532
116,5.017,-0.30771,0.0123,0.0106,0.014,864.0,0.0001576,0.0001576,0.0001576
117,5.234,-0.30379,0.0014,0.0022,0.0006,864.0,0.0003076,0.0003076,0.0003076
118,5.114,-0.30676,0.0177,0.0036,0.0318,864.0,0.0002093,0.0002093,0.0002093
119,5.271,-0.30461,0.0089,0.01,0.0078,864.0,0.0002763,0.0002763,0.0002763
120,5.084,-0.30669,0.0027,0.0044,0.001,864.0,0.000253,0.000253,0.000253
121,4.996,-0.30827,0.0094,0.0156,0.0032,864.0,0.0002973,0.0002973,0.0002973
122,5.269,-0.30324,0.003,0.0054,0.0006,864.0,0.0002948,0.0002948,0.0002948
123,5.109,-0.30626,0.0059,0.0102,0.0016,864.0,0.00159,0.00159,0.00159
124,5.24,-0.29286,0.0319,0.0212,0.0426,864.0,0.00116,0.00116,0.00116
125,5.037,-0.30725,0.0032,0.0054,0.001,864.0,0.0001754,0.0001754,0.0001754
126,5.165,-0.30495,0.011,0.008,0.014,864.0,0.0002198,0.0002198,0.0002198
