Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
52,5.016,-0.30785,0.0095,0.0178,0.0012,864.0,0.0004329,0.0004329,0.0004329
53,5.048,-0.30705,0.0574,0.0614,0.0534,864.0,0.00121,0.00121,0.00121
54,5.024,-0.30335,0.0187,0.0186,0.0188,864.0,0.0002333,0.0002333,0.0002333
55,5.198,-0.30556,0.0024,0.0044,0.0004,864.0,0.0002462,0.0002462,0.0002462
56,5.188,-0.30564,0.0047,0.0068,0.0026,864.0,0.0003282,0.0003282,0.0003282
57,5.093,-0.30621,0.0088,0.0132,0.0044,864.0,0.0002504,0.0002504,0.0002504
58,4.965,-0.30941,0.0512,0.056,0.0464,864.0,0.0001739,0.0001739,0.0001739
59,5.019,-0.30794,0.0153,0.0188,0.0118,864.0,0.000387,0.000387,0.000387
60,5.141,-0.30605,0.0362,0.0548,0.0176,864.0,0.00262,0.00262,0.00262
61,4.875,-0.3101,0.0418,0.047,0.0366,864.0,0.0002086,0.0002086,0.0002086
62,4.961,-0.30931,0.0236,0.018,0.0292,864.0,0.0002107,0.0002107,0.0002107
63,5.045,-0.30798,0.0196,0.0058,0.0334,864.0,0.0002498,0.0002498,0.0002498
64,5.258,-0.30505,0.0259,0.0262,0.0256,864.0,0.0006549,0.0006549,0.0006549
65,5.101,-0.30611,0.0043,0.007,0.0016,864.0,0.0002218,0.0002218,0.0002218
66,5.234,-0.29458,0.0162,0.0236,0.0088,864.0,0.00193,0.00193,0.00193
67,4.912,-0.30058,0.1024,0.1112,0.0936,864.0,0.0002336,0.0002336,0.0002336
68,5.136,-0.30448,0.006,0.0078,0.0042,864.0,0.0002302,0.0002302,0.0002302
69,4.944,-0.30828,0.004,0.0064,0.0016,864.0,0.0002635,0.0002635,0.0002635
70,5.155,-0.30506,0.0057,0.0058,0.0056,864.0,0.0001805,0.0001805,0.0001805
71,5.119,-0.31568,0.0786,0.0766,0.0806,864.0,0.0004428,0.0004428,0.0004428
72,5.145,-0.3059,0.0089,0.0136,0.0042,864.0,0.000193,0.000193,0.000193
73,5.019,-0.30805,0.0352,0.0172,0.0532,864.0,0.0001742,0.0001742,0.0001742
74,4.874,-0.32062,0.082,0.0768,0.0872,864.0,0.0001969,0.0001969,0.0001969
75,5.008,-0.30781,0.0058,0.0086,0.003,864.0,0.0002036,0.0002036,0.0002036
76,4.904,-0.31017,0.0032,0.0062,0.0002,864.0,0.0003074,0.0003074,0.0003074
77,5.071,-0.30801,0.069,0.0718,0.0662,864.0,0.00212,0.00212,0.00212
78,5.277,-0.3036,0.0022,0.004,0.0004,864.0,0.0002918,0.0002918,0.0002918
79,5.017,-0.30802,0.0264,0.0192,0.0336,864.0,0.0005569,0.0005569,0.0005569
80,5.081,-0.30759,0.1175,0.1396,0.0954,864.0,0.0001923,0.0001923,0.0001923
81,4.945,-0.3096,0.012,0.0124,0.0116,864.0,0.0002539,0.0002539,0.0002539
82,5.08,-0.30778,0.0345,0.0364,0.0326,864.0,0.00101,0.00101,0.00101
83,5.052,-0.30815,0.0335,0.0404,0.0266,864.0,0.0007829,0.0007829,0.0007829
84,4.909,-0.30897,0.0038,0.007,0.0006,864.0,0.0004023,0.0004023,0.0004023
85,5.092,-0.30693,0.0024,0.0042,0.0006,864.0,0.0001806,0.0001806,0.0001806
86,4.931,-0.30902,0.0165,0.0138,0.0192,864.0,0.0002778,0.0002778,0.0002778
87,5.195,-0.30516,0.0138,0.016,0.0116,864.0,0.0002481,0.0002481,0.0002481
88,5.097,-0.30661,0.043,0.0448,0.0412,864.0,0.0003369,0.0003369,0.0003369
89,4.958,-0.30863,0.0067,0.0092,0.0042,864.0,0.000827,0.000827,0.000827
90,5.256,-0.3033,0.0054,0.0094,0.0014,864.0,0.0002839,0.0002839,0.0002839
91,5.057,-0.30788,0.0291,0.0228,0.0354,864.0,0.00079,0.00079,0.00079
92,5.124,-0.30626,0.0031,0.0058,0.0004,864.0,0.0005539,0.0005539,0.0005539
93,5.14,-0.30575,0.007,0.0088,0.0052,864.0,0.0005137,0.0005137,0.0005137
94,5.176,-0.30523,0.0148,0.017,0.0126,864.0,0.0003864,0.0003864,0.0003864
95,5.221,-0.30548,0.184,0.1754,0.1926,864.0,0.0007323,0.0007323,0.0007323
96,5.142,-0.30586,0.0583,0.0616,0.055,864.0,0.0002414,0.0002414,0.0002414
97,5.052,-0.30754,0.0081,0.009,0.0072,864.0,0.0002987,0.0002987,0.0002987
98,5.122,-0.29461,0.0348,0.0392,0.0304,864.0,0.00873,0.00873,0.00873
99,5.175,-0.30474,0.0757,0.0772,0.0742,864.0,0.00331,0.00331,0.00331
100,5.028,-0.30765,0.0192,0.0262,0.0122,864.0,0.0002183,0.0002183,0.0002183
101,5.095,-0.30715,0.0184,0.0238,0.013,864.0,0.0002045,0.0002045,0.0002045
102,4.985,-0.30865,0.005,0.007,0.003,864.0,0.0002153,0.0002153,0.0002153
103,5.227,-0.30411,0.0033,0.0058,0.0008,864.0,0.00272,0.00272,0.00272
104,5.135,-0.30632,0.0014,0.0024,0.0004,864.0,0.0001993,0.0001993,0.0001993
105,4.985,-0.30863,0.0171,0.0154,0.0188,864.0,0.0002053,0.0002053,0.0002053
106,5.04,-0.30814,0.0137,0.0118,0.0156,864.0,0.0002619,0.0002619,0.0002619
107,5.122,-0.30525,0.0054,0.0092,0.0016,864.0,0.0002901,0.0002901,0.0002901
108,5.254,-0.30352,0.0763,0.0866,0.066,864.0,0.000521,0.000521,0.000521
109,4.973,-0.3249,0.469,0.246,0.692,864.0,1.0,1.0,1.0
110,5.292,-0.30295,0.0083,0.0098,0.0068,864.0,0.0004295,0.0004295,0.0004295
111,5.191,-0.3056,0.0038,0.007,0.0006,864.0,0.0004517,0.0004517,0.0004517
112,5.215,-0.27862,0.0578,0.0618,0.0538,864.0,0.0004834,0.0004834,0.0004834
113,5.17,-0.30616,0.0294,0.0264,0.0324,864.0,0.0002299,0.0002299,0.0002299
114,5.27,-0.30316,0.0794,0.0944,0.0644,864.0,0.00351,0.00351,0.00351
115,5.12,-0.30653,0.0157,0.0164,0.015,864.0,0.0003022,0.0003022,0.0003022
116,5.017,-0.30771,0.0028,0.0048,0.0008,864.0,0.0001669,0.0001669,0.0001669
117,5.234,-0.30379,0.0061,0.0078,0.0044,864.0,0.0003262,0.0003262,0.0003262
118,5.114,-0.30676,0.0479,0.021,0.0748,864.0,0.0003391,0.0003391,0.0003391
119,5.271,-0.30461,0.0094,0.0122,0.0066,864.0,0.0002089,0.0002089,0.0002089
120,5.084,-0.30669,0.0045,0.0062,0.0028,864.0,0.0002698,0.0002698,0.0002698
121,4.996,-0.30827,0.0176,0.0212,0.014,864.0,0.0002475,0.0002475,0.0002475
122,5.269,-0.30324,0.0016,0.002,0.0012,864.0,0.0003228,0.0003228,0.0003228
123,5.108,-0.30626,0.0046,0.007,0.0022,864.0,0.00225,0.00225,0.00225
124,5.24,-0.29286,0.035,0.0198,0.0502,864.0,0.00194,0.00194,0.00194
125,5.037,-0.30725,0.002,0.0038,0.0002,864.0,0.0001905,0.0001905,0.0001905
126,5.165,-0.30495,0.0059,0.0096,0.0022,864.0,0.0002389,0.0002389,0.0002389
