Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
99,5.175,-0.30474,0.0708,0.0662,0.0754,864.0,0.00136,0.00136,0.00136
100,5.028,-0.30765,0.0182,0.0214,0.015,864.0,0.0002388,0.0002388,0.0002388
101,5.095,-0.30715,0.0194,0.0188,0.02,864.0,0.0002202,0.0002202,0.0002202
102,4.985,-0.30865,0.0058,0.0062,0.0054,864.0,0.0002031,0.0002031,0.0002031
103,5.227,-0.30411,0.1494,0.2964,0.0024,864.0,0.01237,0.01237,0.01237
104,5.135,-0.30632,0.0018,0.0034,0.0002,864.0,0.0002126,0.0002126,0.0002126
105,4.985,-0.30863,0.008,0.0096,0.0064,864.0,0.0001696,0.0001696,0.0001696
106,5.04,-0.30814,0.0088,0.0102,0.0074,864.0,0.0002331,0.0002331,0.0002331
107,5.122,-0.30525,0.0044,0.0058,0.003,864.0,0.0002507,0.0002507,0.0002507
108,5.254,-0.30352,0.0784,0.0788,0.078,864.0,0.0005577,0.0005577,0.0005577
109,4.973,-0.3249,0.469,0.246,0.692,864.0,1.0,1.0,1.0
110,5.292,-0.30295,0.0079,0.009,0.0068,864.0,0.0002294,0.0002294,0.0002294
111,5.191,-0.3056,0.003,0.0056,0.0004,864.0,0.0002196,0.0002196,0.0002196
112,5.215,-0.27862,0.0535,0.0534,0.0536,864.0,0.0005467,0.0005467,0.0005467
113,5.17,-0.30616,0.0227,0.021,0.0244,864.0,0.0002336,0.0002336,0.0002336
114,5.27,-0.30316,0.0882,0.0916,0.0848,864.0,0.00305,0.00305,0.00305
115,5.12,-0.30653,0.0127,0.0118,0.0136,864.0,0.0003112,0.0003112,0.0003112
116,5.017,-0.30771,0.0035,0.0068,0.0002,864.0,0.000182,0.000182,0.000182
117,5.234,-0.30379,0.002,0.003,0.001,864.0,0.0003228,0.0003228,0.0003228
118,5.114,-0.30676,0.0241,0.0036,0.0446,864.0,0.0002403,0.0002403,0.0002403
119,5.271,-0.30461,0.0063,0.0078,0.0048,864.0,0.0002124,0.0002124,0.0002124
120,5.084,-0.30669,0.0041,0.0056,0.0026,864.0,0.0002736,0.0002736,0.0002736
121,4.996,-0.30827,0.0129,0.0184,0.0074,864.0,0.0002771,0.0002771,0.0002771
122,5.269,-0.30324,0.0028,0.0054,0.0002,864.0,0.0002757,0.0002757,0.0002757
123,5.109,-0.30626,0.0041,0.0054,0.0028,864.0,0.00133,0.00133,0.00133
124,5.24,-0.29286,0.0146,0.0172,0.012,864.0,0.00102,0.00102,0.00102
125,5.037,-0.30725,0.0031,0.0058,0.0004,864.0,0.0002015,0.0002015,0.0002015
126,5.165,-0.30495,0.0048,0.0086,0.001,864.0,0.0002258,0.0002258,0.0002258
