Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
42,492.4,310.53,4.655,-0.31429,0.03,0.0252,0.0348,1244.444,0.0001138,0.0001138
43,424.98,186.62,4.755,-0.31328,0.0093,0.0126,0.006,1244.444,0.0001685,0.0001685
44,231.98,202.33,4.868,-0.3105,0.0041,0.0046,0.0036,1244.444,0.0001613,0.0001613
45,463.37,386.59,4.763,-0.31105,0.0098,0.0126,0.007,1244.444,0.00107,0.00107
46,553.11,263.8,4.674,-0.31335,0.0708,0.0326,0.109,1244.444,0.0001038,0.0001038
47,363.76,127.78,4.795,-0.31225,0.0078,0.0054,0.0102,1244.444,0.0001119,0.0001119
48,120.16,252.52,4.707,-0.31165,0.0115,0.0132,0.0098,1244.444,0.0001125,0.0001125
49,317.13,147.07,4.811,-0.31113,0.0039,0.005,0.0028,1244.444,0.0001662,0.0001662
50,368.3,171.38,4.879,-0.30969,0.0084,0.0046,0.0122,1244.444,0.0001361,0.0001361
51,254.4,182.49,4.767,-0.31094,0.0148,0.0232,0.0064,1244.444,0.0003038,0.0003038
52,249.66,71.96,4.855,-0.3096,0.0103,0.0078,0.0128,1244.444,0.0002176,0.0002176
53,287.5,332.88,4.768,-0.31056,0.012,0.0158,0.0082,1244.444,9.688e-05,9.688e-05
54,46.73,33.62,4.822,-0.31041,0.0118,0.0174,0.0062,1244.444,0.000296,0.000296
55,304.58,417.77,4.907,-0.30999,0.005,0.0054,0.0046,1244.444,0.0003713,0.0003713
56,510.67,16.85,4.455,-0.31804,0.0145,0.0116,0.0174,1244.444,0.0003381,0.0003381
57,352.52,62.08,4.835,-0.31002,0.017,0.012,0.022,1244.444,0.0002955,0.0002955
58,409.39,23.96,4.709,-0.31367,0.0093,0.0112,0.0074,1244.444,0.0001238,0.0001238
59,473.53,490.0,4.811,-0.31024,0.005,0.0056,0.0044,1244.444,9.676e-05,9.676e-05
60,366.11,496.77,4.672,-0.31324,0.0058,0.0062,0.0054,1244.444,0.00011,0.00011
61,223.2,362.96,4.902,-0.30996,0.0056,0.0054,0.0058,1244.444,0.0002405,0.0002405
62,378.2,285.21,4.771,-0.31099,0.0244,0.0272,0.0216,1244.444,0.0001892,0.0001892
63,352.73,200.12,4.995,-0.30845,0.0086,0.0088,0.0084,1244.444,0.0003962,0.0003962
64,165.18,148.76,4.879,-0.31051,0.0053,0.0064,0.0042,1244.444,0.0001756,0.0001756
65,413.35,266.53,4.758,-0.31052,0.0187,0.0158,0.0216,1244.444,0.0001033,0.0001033
66,291.4,399.45,4.81,-0.31092,0.0064,0.0062,0.0066,1244.444,0.0001587,0.0001587
67,14.77,35.58,4.893,-0.31039,0.0566,0.0964,0.0168,1244.444,0.00195,0.00195
68,470.55,107.34,4.741,-0.3118,0.0065,0.0068,0.0062,1244.444,0.0003329,0.0003329
69,327.61,17.48,4.837,-0.30965,0.0085,0.0064,0.0106,1244.444,0.0002407,0.0002407
70,371.3,306.69,4.709,-0.31145,0.0047,0.0056,0.0038,1244.444,0.0001278,0.0001278
71,346.98,123.4,4.846,-0.31011,0.0346,0.0304,0.0388,1244.444,0.0002273,0.0002273
72,229.19,3.2,4.875,-0.3092,0.184,0.2298,0.1382,1244.444,0.01387,0.01387
73,280.72,226.01,4.875,-0.31024,0.0174,0.0158,0.019,1244.444,0.00118,0.00118
74,281.89,175.36,4.814,-0.3113,0.0025,0.0034,0.0016,1244.444,0.0001401,0.0001401
75,270.48,76.17,4.769,-0.31043,0.0716,0.0954,0.0478,1244.444,0.00217,0.00217
76,468.83,17.33,4.702,-0.31292,0.0189,0.0166,0.0212,1244.444,0.000128,0.000128
77,298.25,87.57,4.807,-0.31079,0.0071,0.007,0.0072,1244.444,0.0001407,0.0001407
78,418.44,333.37,4.861,-0.30955,0.0191,0.0208,0.0174,1244.444,0.000148,0.000148
79,221.94,30.76,4.786,-0.31151,0.0067,0.0098,0.0036,1244.444,0.0004799,0.0004799
80,165.82,174.88,5.043,-0.30792,0.0078,0.0074,0.0082,1244.444,0.0001614,0.0001614
81,304.43,164.46,4.961,-0.30881,0.0044,0.006,0.0028,1244.444,0.0001755,0.0001755
82,318.86,170.75,4.815,-0.31103,0.0045,0.0056,0.0034,1244.444,0.0002071,0.0002071
83,327.11,63.13,4.738,-0.3138,0.0122,0.012,0.0124,1244.444,0.0002138,0.0002138
84,387.36,250.17,4.666,-0.31335,0.0072,0.0076,0.0068,1244.444,0.0001356,0.0001356
85,380.71,141.74,4.745,-0.31197,0.0125,0.01,0.015,1244.444,0.0001999,0.0001999
86,256.39,232.0,4.89,-0.30914,0.0063,0.0062,0.0064,1244.444,0.0001629,0.0001629
87,382.58,249.1,4.824,-0.30996,0.0068,0.0068,0.0068,1244.444,0.0002252,0.0002252
88,330.73,67.12,4.69,-0.31918,0.0041,0.0052,0.003,1244.444,0.0002909,0.0002909
89,338.39,205.62,4.948,-0.30883,0.01,0.011,0.009,1244.444,0.0003081,0.0003081
90,284.26,80.11,4.803,-0.31023,0.0209,0.0212,0.0206,1244.444,0.0006437,0.0006437
91,64.87,160.15,4.893,-0.30983,0.0022,0.0026,0.0018,1244.444,0.0002317,0.0002317
92,263.39,167.98,4.826,-0.31037,0.012,0.0152,0.0088,1244.444,0.0002813,0.0002813
93,300.91,39.58,4.91,-0.30922,0.0135,0.012,0.015,1244.444,0.0002538,0.0002538
94,237.75,380.41,4.72,-0.31212,0.0053,0.0074,0.0032,1244.444,0.0001719,0.0001719
95,126.84,184.12,4.802,-0.31134,0.01,0.0112,0.0088,1244.444,0.0004317,0.0004317
96,272.89,215.26,4.853,-0.3072,0.0164,0.015,0.0178,1244.444,0.0001447,0.0001447
97,154.06,301.58,4.95,-0.30871,0.0097,0.003,0.0164,1244.444,0.000125,0.000125
98,51.18,274.17,4.775,-0.31129,0.0143,0.016,0.0126,1244.444,0.00098,0.00098
99,245.11,112.76,4.832,-0.31021,0.02,0.029,0.011,1244.444,0.0004544,0.0004544
100,449.85,436.06,4.649,-0.31432,0.0141,0.012,0.0162,1244.444,0.0001431,0.0001431
101,197.77,89.2,4.844,-0.31062,0.004,0.0046,0.0034,1244.444,0.0002634,0.0002634
102,252.02,194.86,4.787,-0.31093,0.0128,0.0144,0.0112,1244.444,0.0003432,0.0003432
103,330.34,82.76,4.695,-0.31226,0.0059,0.0082,0.0036,1244.444,0.0002571,0.0002571
104,218.48,276.44,4.784,-0.31223,0.0025,0.0038,0.0012,1244.444,0.0002469,0.0002469
105,323.7,51.12,4.883,-0.30992,0.0101,0.0118,0.0084,1244.444,0.0002341,0.0002341
106,342.83,196.37,4.775,-0.31271,0.0082,0.0098,0.0066,1244.444,0.0002545,0.0002545
107,251.23,62.47,4.986,-0.30744,0.0077,0.0082,0.0072,1244.444,0.0001637,0.0001637
108,242.89,252.77,4.858,-0.30937,0.0044,0.006,0.0028,1244.444,0.0002546,0.0002546
109,268.38,203.46,4.794,-0.30982,0.0265,0.0306,0.0224,1244.444,0.0002732,0.0002732
110,102.49,319.39,4.835,-0.30954,0.0046,0.0052,0.004,1244.444,0.000189,0.000189
111,176.06,367.44,4.9,-0.30966,0.0064,0.0106,0.0022,1244.444,0.0002248,0.0002248
112,311.06,44.68,4.931,-0.30828,0.01,0.0106,0.0094,1244.444,0.0001375,0.0001375
113,322.62,71.05,4.964,-0.30844,0.0046,0.0064,0.0028,1244.444,0.0002129,0.0002129
114,349.33,328.71,4.885,-0.30934,0.0101,0.0106,0.0096,1244.444,0.0001101,0.0001101
115,143.5,244.3,4.743,-0.31098,0.0074,0.0104,0.0044,1244.444,0.0002335,0.0002335
116,279.32,364.96,4.931,-0.30852,0.0076,0.0074,0.0078,1244.444,0.0001516,0.0001516
117,309.62,130.92,4.793,-0.31084,0.0101,0.013,0.0072,1244.444,0.0005396,0.0005396
118,195.38,261.94,4.737,-0.31214,0.0041,0.0066,0.0016,1244.444,0.0001725,0.0001725
119,305.44,117.87,4.793,-0.3115,0.007,0.0088,0.0052,1244.444,0.0004847,0.0004847
120,249.68,234.14,4.888,-0.30955,0.0146,0.0194,0.0098,1244.444,0.0022,0.0022
121,252.68,23.45,4.848,-0.31085,0.0051,0.0054,0.0048,1244.444,0.0002509,0.0002509
122,251.93,362.21,4.732,-0.3116,0.0052,0.0058,0.0046,1244.444,0.00024,0.00024
123,299.47,231.16,4.821,-0.31031,0.0049,0.0064,0.0034,1244.444,0.0001344,0.0001344
124,382.96,222.89,4.881,-0.30921,0.0071,0.0082,0.006,1244.444,0.0001953,0.0001953
125,217.4,94.15,4.977,-0.30776,0.0106,0.0146,0.0066,1244.444,0.0001633,0.0001633
126,232.48,45.35,4.831,-0.3093,0.0082,0.0074,0.009,1244.444,0.0002129,0.0002129
